3

255 1

10 1

255 2

10 1

255 2

10 1

255 1

0 0

10

35 500000000

200 500000000

0 0

7

15 4

100 15

25 2

175 2

25 5

175 2

25 5

0 0

8

4 8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

0 0

8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

0 0

8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

0 0

5

15 12

100 3

15 1

100 4

15 2

100 3

0 0

30

10 41

20 41

15 41

30 41

25 41

0 5

0 0

1

255 2

0 0

10

4 20

6 20

0 0

1

4 1000000000

0 0

1000000000

4 1000000000

0 0

30

10 41

20 41

15 41

30 41

25 41

0 5

0 0

8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

0 0

8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

4 8

0 0

8

4 8

1 1

2 1

4 1

8 1

6 1

4 1

2 1

0 1

5 8

0 0

5

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

30 11

20 11

10 11

20 11

0 0

0
